ticket_id,created_at,resolved_at,channel,category,subcategory,priority,status,sentiment,product,customer_plan,region,language,assigned_agent,message,resolution_note,resolution_time_hrs,csat_score,first_response_time_hrs,reopened,escalated,num_interactions,customer_tenure_days
TKT-00965,2024-01-25 16:11:00,2024-01-27 17:17:00,chat,Account Access,Email change,Medium,Resolved,Negative,CloudSync Pro,Starter,Middle East,Japanese,Agent_001 (Priya S),My account appears to be locked. I haven't violated any terms.,Self-service guided,49.1,2.6,8.1,False,False,1,631
TKT-00966,2025-02-07 10:51:00,,whatsapp,Technical Issue,Feature not working,High,In Progress,Negative,InvoiceFlow,Starter,Southeast Asia,English,Agent_001 (Priya S),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Escalated to engineering,,,16.0,False,False,3,75
TKT-00967,2025-03-25 12:57:00,,web_form,Feature Request,UI improvement,Medium,In Progress,Positive,CloudSync Pro,Starter,North America,English,Agent_005 (Sophie M),A dark mode option would be greatly appreciated for late-night work sessions.,Self-service guided,,,16.4,False,False,10,197
TKT-00968,2025-03-06 09:02:00,2025-03-09 21:50:00,helpdesk_portal,Refund / Return,Policy inquiry,Medium,Resolved,Negative,CloudSync Pro,Starter,Middle East,Hindi,Agent_005 (Sophie M),I want to return an item from order #35499 — it doesn't meet my needs.,Self-service guided,84.8,2.3,12.0,False,False,4,308
TKT-00969,2025-01-31 19:39:00,2025-02-01 11:57:00,helpdesk_portal,Account Access,Account deletion,High,Closed,Negative,TaskBoard,Starter,Europe,English,Agent_003 (Lena K),I'm having trouble with 2FA — the codes aren't working on my new phone.,Self-service guided,16.3,2.3,18.6,False,False,8,348
TKT-00970,2025-03-27 18:17:00,2025-04-01 14:05:00,email,Feature Request,New integration,Low,Resolved,Negative,TaskBoard,Starter,South Asia,French,Agent_003 (Lena K),Is there any plan to expose an API for the reporting module?,Issue fixed by agent,115.8,2.4,9.2,False,False,9,88
TKT-00971,2024-06-29 15:53:00,2024-07-01 08:05:00,email,Delivery / Shipping,Late delivery,Low,Resolved,Very Negative,DataDash,Enterprise,North America,English,Agent_007 (Elena V),"My order #36488 was supposed to arrive on May 24, 2024 but it's still not here.",Self-service guided,40.2,1.5,15.6,False,False,7,885
TKT-00972,2024-02-24 16:52:00,2024-03-02 02:22:00,whatsapp,Delivery / Shipping,Late delivery,Low,Escalated,Very Negative,SecureVault,Professional,North America,English,Agent_003 (Lena K),"My order #61346 was supposed to arrive on May 15, 2025 but it's still not here.",Issue fixed by agent,153.5,,14.2,False,True,10,1299
TKT-00973,2025-04-29 13:54:00,2025-05-01 08:30:00,phone,Account Access,2FA issue,Medium,Closed,Very Negative,CloudSync Pro,Starter,North America,English,Agent_006 (Raj P),My account appears to be locked. I haven't violated any terms.,Issue fixed by agent,42.6,1.9,14.4,False,False,12,818
TKT-00974,2024-07-31 14:31:00,,whatsapp,General Inquiry,Documentation,High,In Progress,Negative,DataDash,Professional,North America,Japanese,Agent_009 (Yuki T),I'm interested in a partnership opportunity with your company.,Issue fixed by agent,,,6.5,False,False,8,1081
TKT-00975,2024-08-06 20:59:00,2024-08-10 05:23:00,email,Billing,Payment failure,Medium,Resolved,Negative,TaskBoard,Starter,South Asia,English,Agent_008 (Daniel N),"Hi, I was charged $449.49 twice on Sep 25, 2024. My invoice is INV-3118. Please refund the duplicate.",Self-service guided,80.4,2.8,18.9,False,False,5,504
TKT-00976,2024-11-19 13:01:00,2024-11-22 05:49:00,email,Delivery / Shipping,Wrong item,Low,Resolved,Negative,TaskBoard,Starter,South Asia,English,Agent_001 (Priya S),"My order #26278 was supposed to arrive on Jan 15, 2025 but it's still not here.",Refund processed,64.8,2.2,21.9,True,False,3,1244
TKT-00977,2024-01-04 14:01:00,,phone,General Inquiry,Documentation,Medium,In Progress,Negative,CloudSync Pro,Enterprise,South Asia,English,Unassigned,Could you explain the difference between the Professional and Enterprise plans?,Self-service guided,,,,False,False,6,9
TKT-00978,2024-11-04 10:50:00,2024-11-10 02:38:00,helpdesk_portal,Billing,Subscription upgrade,Low,Escalated,Positive,CloudSync Pro,Enterprise,North America,Japanese,Agent_002 (James T),I noticed an incorrect charge of $470.00 on my last bill. Can you look into invoice INV-5871?,Pending customer,135.8,,14.1,False,True,12,308
TKT-00979,2025-06-11 11:27:00,2025-06-13 01:15:00,whatsapp,Technical Issue,Login error,High,Resolved,Negative,InvoiceFlow,Enterprise,North America,English,Agent_008 (Daniel N),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Issue fixed by agent,37.8,2.9,14.2,False,False,9,254
TKT-00980,2024-10-28 16:37:00,2024-10-30 00:19:00,chat,Feature Request,UI improvement,High,Resolved,Very Negative,TaskBoard,Professional,North America,French,Agent_003 (Lena K),It would be really helpful if CloudSync Pro supported direct integration with HubSpot.,No action needed,31.7,1.3,8.5,False,False,4,755
TKT-00981,2025-05-23 22:17:00,,chat,Refund / Return,Return request,Medium,Open,Positive,TaskBoard,Free,North America,English,Agent_004 (Omar F),I was overcharged and would like a partial refund for the difference.,Pending customer,,,0.5,True,False,5,678
TKT-00982,2024-05-15 13:43:00,2024-05-18 00:19:00,email,General Inquiry,Documentation,Medium,Closed,Neutral,InvoiceFlow,Starter,Southeast Asia,German,Agent_009 (Yuki T),I'm interested in a partnership opportunity with your company.,Self-service guided,58.6,3.4,3.1,False,False,3,1006
TKT-00983,2024-02-20 08:21:00,2024-02-21 22:45:00,web_form,Billing,Payment failure,Medium,Closed,Negative,SecureVault,Enterprise,Middle East,English,Agent_001 (Priya S),My payment of $289.00 failed but the amount was still deducted from my account.,Pending customer,38.4,2.4,23.3,False,False,12,850
TKT-00984,2024-10-27 13:05:00,2024-10-31 21:17:00,whatsapp,Technical Issue,Performance slow,Low,Resolved,Very Negative,TaskBoard,Enterprise,Europe,English,Agent_004 (Omar F),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Escalated to engineering,104.2,1.7,10.1,False,False,9,1037
TKT-00985,2024-02-14 12:25:00,,whatsapp,Account Access,2FA issue,Medium,Open,Positive,DataDash,Professional,Southeast Asia,English,Agent_004 (Omar F),I can't log in to my account. The password reset email is not arriving.,Issue fixed by agent,,,12.5,False,False,2,1147
TKT-00986,2024-05-18 07:34:00,2024-05-21 05:04:00,web_form,Account Access,Account deletion,Low,Escalated,Neutral,DataDash,Professional,North America,English,Agent_003 (Lena K),I can't log in to my account. The password reset email is not arriving.,Pending customer,69.5,,11.2,False,True,11,341
TKT-00987,2024-10-06 12:19:00,,web_form,Delivery / Shipping,Tracking issue,Medium,In Progress,Negative,InvoiceFlow,Professional,South Asia,Hindi,Agent_004 (Omar F),The tracking for order #67299 hasn't updated in 3 days.,Pending customer,,,15.7,False,False,5,21
TKT-00988,2025-06-15 09:57:00,2025-06-16 12:45:00,chat,General Inquiry,Partnership,Medium,Resolved,Very Negative,CloudSync Pro,Professional,South Asia,German,Agent_006 (Raj P),Does DataDash integrate with Salesforce?,Self-service guided,26.8,1.2,11.7,False,False,5,110
TKT-00989,2024-09-28 17:20:00,2024-10-01 05:26:00,whatsapp,Complaint,Unresolved issue,Medium,Resolved,Positive,DataDash,Enterprise,Europe,English,Agent_005 (Sophie M),Your refund policy is very unfair. I'm considering leaving the platform.,Issue fixed by agent,60.1,4.3,6.2,False,False,4,849
TKT-00990,2024-03-30 20:28:00,2024-04-02 20:28:00,email,General Inquiry,Pricing info,Low,Resolved,Positive,CloudSync Pro,Starter,Europe,English,Agent_001 (Priya S),Where can I find documentation on setting up the API?,Issue fixed by agent,72.0,4.2,7.7,False,False,6,102
TKT-00991,2024-07-09 22:42:00,2024-07-12 11:18:00,phone,Account Access,Password reset,Medium,Closed,Very Negative,TaskBoard,Professional,Southeast Asia,Arabic,Agent_004 (Omar F),I'm having trouble with 2FA — the codes aren't working on my new phone.,,60.6,1.0,3.7,False,False,9,548
TKT-00992,2024-07-03 18:39:00,2024-07-04 22:33:00,whatsapp,Technical Issue,App crash,High,Closed,Negative,CloudSync Pro,Starter,Middle East,English,Agent_008 (Daniel N),The app keeps crashing when I try to upload a file. I'm on Windows 11.,Self-service guided,27.9,2.0,1.9,False,False,3,287
TKT-00993,2024-09-08 09:39:00,2024-09-09 12:45:00,twitter_dm,Billing,Payment failure,Medium,Resolved,Negative,SecureVault,Free,Middle East,English,Agent_008 (Daniel N),I noticed an incorrect charge of $414.00 on my last bill. Can you look into invoice INV-7779?,Issue fixed by agent,27.1,2.9,23.2,False,False,1,858
TKT-00994,2024-05-27 21:46:00,2024-05-31 06:58:00,web_form,Delivery / Shipping,Late delivery,Low,Resolved,Neutral,DataDash,Enterprise,Africa,English,Agent_009 (Yuki T),"My order #33308 was supposed to arrive on Mar 23, 2025 but it's still not here.",No action needed,81.2,3.8,10.9,False,False,4,370
TKT-00995,2024-11-23 09:55:00,2024-11-26 18:37:00,whatsapp,Complaint,Unresolved issue,Medium,Resolved,Very Negative,CloudSync Pro,Starter,Southeast Asia,English,Agent_005 (Sophie M),Your refund policy is very unfair. I'm considering leaving the platform.,No action needed,80.7,1.4,6.4,False,False,6,1287
TKT-00996,2024-02-03 17:06:00,,web_form,General Inquiry,Pricing info,Medium,Open,Neutral,TaskBoard,Enterprise,Europe,English,Agent_007 (Elena V),Does CloudSync Pro integrate with Salesforce?,Refund processed,,,16.8,False,False,12,109
TKT-00997,2024-01-11 15:28:00,,chat,Billing,Duplicate charge,High,Open,Very Negative,TaskBoard,Starter,North America,French,Agent_002 (James T),"Hi, I was charged $424.00 twice on Dec 15, 2024. My invoice is INV-3779. Please refund the duplicate.",No action needed,,,11.0,False,False,6,76
TKT-00998,2024-03-26 19:38:00,,web_form,Technical Issue,Data sync issue,Low,In Progress,Very Negative,InvoiceFlow,Free,South Asia,Japanese,Agent_007 (Elena V),I'm unable to connect an integration since the latest update. Getting error code ERR-759.,Escalated to engineering,,,1.1,False,False,12,1290
TKT-00999,2025-01-26 18:00:00,,chat,Technical Issue,Data sync issue,Critical,In Progress,Negative,TaskBoard,Enterprise,South Asia,English,Agent_005 (Sophie M),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Policy exception granted,,,0.7,False,False,11,1347
TKT-01000,2025-03-22 07:37:00,,email,Technical Issue,App crash,High,In Progress,Very Negative,DataDash,Free,Middle East,Japanese,Agent_009 (Yuki T),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,No action needed,,,8.3,False,False,11,1366
TKT-01001,2024-04-12 10:36:00,2024-04-14 04:48:00,chat,Delivery / Shipping,Missing package,Medium,Closed,Very Negative,TaskBoard,Professional,North America,French,Agent_005 (Sophie M),The tracking for order #99895 hasn't updated in 7 days.,Pending customer,42.2,1.1,8.6,False,False,2,420
TKT-01002,2024-02-19 22:22:00,2024-02-22 01:34:00,web_form,Technical Issue,Feature not working,Low,Closed,Very Negative,SecureVault,Professional,South Asia,Spanish,Agent_006 (Raj P),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Self-service guided,51.2,1.3,10.8,False,False,8,924
TKT-01003,2025-04-25 10:11:00,2025-04-27 05:23:00,chat,Feature Request,New integration,Medium,Closed,Very Negative,InvoiceFlow,Professional,Africa,Hindi,Agent_004 (Omar F),It would be really helpful if CloudSync Pro supported direct integration with Jira.,Refund processed,43.2,2.0,13.8,False,False,4,1390
TKT-01004,2025-01-17 14:15:00,2025-01-19 07:57:00,whatsapp,Billing,Payment failure,Medium,Resolved,Neutral,InvoiceFlow,Professional,North America,English,Agent_007 (Elena V),I noticed an incorrect charge of $221.99 on my last bill. Can you look into invoice INV-1872?,No action needed,41.7,3.4,20.5,False,False,5,755
TKT-01005,2024-09-07 15:43:00,2024-09-13 11:37:00,chat,Billing,Invoice request,Low,Closed,Very Negative,CloudSync Pro,Starter,North America,English,Agent_009 (Yuki T),My payment of $433.99 failed but the amount was still deducted from my account.,Issue fixed by agent,139.9,1.1,3.1,False,False,5,1313
TKT-01006,2024-10-05 08:46:00,2024-10-08 11:28:00,helpdesk_portal,Technical Issue,Feature not working,Medium,Resolved,Negative,CloudSync Pro,Starter,Europe,English,Unassigned,Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Issue fixed by agent,74.7,3.0,,False,False,9,646
TKT-01007,2024-05-29 22:49:00,,helpdesk_portal,Technical Issue,Data sync issue,Medium,In Progress,Very Negative,SecureVault,Starter,South Asia,English,Agent_007 (Elena V),My data isn't syncing across devices. Last successful sync was 3 days ago.,Issue fixed by agent,,,14.7,False,False,11,233
TKT-01008,2024-04-13 09:20:00,2024-04-19 04:32:00,email,Billing,Duplicate charge,Low,Resolved,Very Negative,CloudSync Pro,Enterprise,Europe,English,Agent_005 (Sophie M),I noticed an incorrect charge of $158.49 on my last bill. Can you look into invoice INV-7481?,Escalated to engineering,139.2,1.9,6.9,False,False,1,365
TKT-01009,2024-03-26 21:15:00,,web_form,Complaint,Unresolved issue,High,In Progress,Neutral,DataDash,Free,Southeast Asia,Hindi,Agent_001 (Priya S),I've contacted support 2 times about the same issue and it's still unresolved.,Pending customer,,,1.3,False,False,6,222
TKT-01010,2024-03-09 19:32:00,2024-03-10 16:32:00,email,Technical Issue,Data sync issue,Medium,Resolved,Positive,TaskBoard,Free,Southeast Asia,English,Agent_001 (Priya S),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Self-service guided,21.0,4.1,8.2,False,False,2,674
TKT-01011,2024-06-30 16:37:00,2024-07-01 23:25:00,web_form,General Inquiry,Pricing info,Medium,Resolved,Very Negative,DataDash,Professional,South Asia,Hindi,Agent_005 (Sophie M),Could you explain the difference between the Professional and Enterprise plans?,Escalated to engineering,30.8,1.7,9.6,False,False,4,1189
TKT-01012,2025-06-02 16:44:00,,email,Billing,Payment failure,High,In Progress,Negative,SecureVault,Enterprise,Middle East,English,Agent_009 (Yuki T),Could you send me a detailed invoice for the period Oct–Dec 2024? I need it for tax purposes.,Issue fixed by agent,,,4.6,False,False,2,507
TKT-01013,2024-11-16 13:50:00,2024-11-17 18:38:00,email,Feature Request,New integration,Medium,Escalated,Negative,SecureVault,Starter,Africa,French,Agent_002 (James T),It would be really helpful if TaskBoard supported direct integration with HubSpot.,Pending customer,28.8,,7.0,False,True,12,26
TKT-01014,2024-05-22 17:15:00,2024-05-29 20:15:00,helpdesk_portal,Delivery / Shipping,Damaged item,Low,Closed,Negative,CloudSync Pro,Starter,North America,French,Unassigned,I received the wrong item in my package. Order #91143.,Issue fixed by agent,171.0,2.6,,False,False,7,1451
TKT-01015,2024-10-26 08:01:00,2024-10-27 19:25:00,email,Technical Issue,Login error,Medium,Resolved,Positive,SecureVault,Professional,Middle East,English,Agent_006 (Raj P),The app keeps crashing when I try to export a report. I'm on Windows 11.,Issue fixed by agent,35.4,4.3,21.3,False,False,11,1090
TKT-01016,2024-04-15 12:50:00,2024-04-22 14:26:00,web_form,Feature Request,Dark mode,Low,Escalated,Neutral,DataDash,Professional,Southeast Asia,Hindi,Agent_003 (Lena K),"Can you add an option to export reports in Excel format, not just CSV?",Issue fixed by agent,169.6,,21.7,False,True,11,474
TKT-01017,2024-11-15 21:46:00,,whatsapp,Billing,Duplicate charge,Medium,In Progress,Negative,TaskBoard,Professional,Southeast Asia,French,Agent_006 (Raj P),My payment of $8.49 failed but the amount was still deducted from my account.,Self-service guided,,,4.8,False,False,7,1034
TKT-01018,2024-10-13 18:17:00,,whatsapp,Technical Issue,Login error,Critical,Open,Neutral,InvoiceFlow,Starter,North America,English,Agent_008 (Daniel N),I'm unable to export a report since the latest update. Getting error code ERR-824.,Issue fixed by agent,,,2.4,False,False,11,1411
TKT-01019,2024-08-22 19:48:00,2024-08-23 03:06:00,email,Technical Issue,Data sync issue,Critical,Closed,Negative,CloudSync Pro,Starter,Europe,English,Agent_008 (Daniel N),The app keeps crashing when I try to connect an integration. I'm on iOS 17.,Policy exception granted,7.3,2.9,11.7,False,False,8,81
TKT-01020,2024-08-23 18:55:00,2024-08-27 03:07:00,whatsapp,Complaint,Policy dissatisfaction,Low,Resolved,Very Negative,CloudSync Pro,Free,Middle East,English,Agent_009 (Yuki T),The agent I spoke to was dismissive and unhelpful. I'd like to escalate.,Pending customer,80.2,1.3,20.2,False,False,2,34
TKT-01021,2024-08-28 10:32:00,,twitter_dm,Complaint,Long wait time,Medium,In Progress,Neutral,TaskBoard,Starter,Southeast Asia,Arabic,Agent_007 (Elena V),I've contacted support 2 times about the same issue and it's still unresolved.,Issue fixed by agent,,,17.0,True,False,2,917
TKT-01022,2025-05-04 07:13:00,,helpdesk_portal,Billing,Incorrect amount,Medium,Open,Very Negative,InvoiceFlow,Starter,Europe,English,Agent_007 (Elena V),"Hi, I was charged $148.00 twice on Nov 14, 2024. My invoice is INV-9119. Please refund the duplicate.",Issue fixed by agent,,,1.7,True,False,1,603
TKT-01023,2025-04-28 11:43:00,2025-05-04 01:49:00,twitter_dm,Refund / Return,Partial refund,Low,Resolved,Positive,CloudSync Pro,Starter,North America,English,Agent_003 (Lena K),I want to return an item from order #88631 — it doesn't meet my needs.,Issue fixed by agent,134.1,4.5,11.5,False,False,6,131
TKT-01024,2024-02-12 15:32:00,,whatsapp,Billing,Invoice request,Medium,In Progress,Negative,CloudSync Pro,Professional,South Asia,Hindi,Agent_006 (Raj P),I noticed an incorrect charge of $24.49 on my last bill. Can you look into invoice INV-2915?,No action needed,,,6.8,False,False,11,63
TKT-01025,2024-12-05 13:58:00,2024-12-05 23:46:00,helpdesk_portal,Account Access,Account deletion,Critical,Closed,Negative,TaskBoard,Professional,North America,English,Agent_005 (Sophie M),I'm having trouble with 2FA — the codes aren't working on my new phone.,Self-service guided,9.8,2.1,13.6,False,False,7,467
TKT-01026,2024-07-09 08:43:00,,email,Account Access,2FA issue,High,Open,Very Negative,SecureVault,Enterprise,Southeast Asia,English,Agent_004 (Omar F),I'm having trouble with 2FA — the codes aren't working on my new phone.,Escalated to engineering,,,11.3,False,False,9,1102
TKT-01027,2024-05-23 07:59:00,2024-05-24 21:59:00,email,Complaint,Repeat issue,Medium,Resolved,Very Negative,SecureVault,Enterprise,North America,Japanese,Agent_007 (Elena V),The agent I spoke to was dismissive and unhelpful. I'd like to escalate.,Self-service guided,38.0,1.1,21.3,False,False,5,1131
TKT-01028,2024-09-21 20:30:00,,chat,Account Access,Password reset,Medium,In Progress,Negative,CloudSync Pro,Free,Latin America,Spanish,Unassigned,I can't log in to my account. The password reset email is not arriving.,Issue fixed by agent,,,,False,False,4,60
TKT-01029,2024-03-02 13:40:00,2024-03-08 17:22:00,chat,Account Access,2FA issue,Low,Resolved,Very Negative,TaskBoard,Professional,South Asia,Arabic,Agent_006 (Raj P),My account appears to be locked. I haven't violated any terms.,No action needed,147.7,1.9,3.0,False,False,11,393
TKT-01030,2024-05-07 12:29:00,2024-05-09 08:53:00,chat,Billing,Duplicate charge,Medium,Resolved,Very Negative,CloudSync Pro,Starter,North America,English,Agent_004 (Omar F),Could you send me a detailed invoice for the period Apr–Jun 2024? I need it for tax purposes.,Refund processed,44.4,1.0,19.5,False,False,12,678
TKT-01031,2024-01-28 11:01:00,2024-02-01 05:37:00,email,Billing,Invoice request,Low,Resolved,Positive,CloudSync Pro,Enterprise,North America,French,Agent_001 (Priya S),"Hi, I was charged $131.99 twice on Feb 15, 2025. My invoice is INV-4340. Please refund the duplicate.",Pending customer,90.6,4.2,20.8,False,False,8,1340
TKT-01032,2024-11-16 16:17:00,2024-11-22 14:05:00,chat,Complaint,Policy dissatisfaction,Low,Closed,Very Negative,InvoiceFlow,Starter,South Asia,English,Agent_004 (Omar F),I've been waiting 4 days for a response. This is unacceptable.,,141.8,1.5,6.5,False,False,11,637
TKT-01033,2024-12-07 12:32:00,,whatsapp,Complaint,Repeat issue,Low,In Progress,Neutral,InvoiceFlow,Enterprise,South Asia,French,Agent_009 (Yuki T),I've been waiting 12 days for a response. This is unacceptable.,No action needed,,,21.9,False,False,5,1442
TKT-01034,2024-02-19 20:00:00,2024-02-21 17:48:00,whatsapp,Delivery / Shipping,Missing package,Medium,Resolved,Negative,SecureVault,Starter,South Asia,English,Agent_004 (Omar F),I received the wrong item in my package. Order #87816.,No action needed,45.8,2.9,20.8,False,False,7,43
TKT-01035,2024-04-04 20:03:00,2024-04-09 18:39:00,helpdesk_portal,Feature Request,Dark mode,Low,Closed,Positive,CloudSync Pro,Starter,North America,English,Agent_002 (James T),"Can you add an option to export reports in Excel format, not just CSV?",Self-service guided,118.6,4.1,9.5,True,False,3,762
TKT-01036,2024-06-07 21:35:00,2024-06-08 23:53:00,whatsapp,Billing,Incorrect amount,High,Escalated,Negative,TaskBoard,Professional,Europe,Japanese,Agent_003 (Lena K),I noticed an incorrect charge of $223.00 on my last bill. Can you look into invoice INV-5335?,Issue fixed by agent,26.3,,17.6,False,True,3,919
TKT-01037,2024-10-13 07:10:00,2024-10-13 21:58:00,chat,Delivery / Shipping,Wrong item,High,Closed,Negative,InvoiceFlow,Enterprise,Middle East,English,Agent_002 (James T),The tracking for order #15299 hasn't updated in 6 days.,Pending customer,14.8,2.3,8.9,False,False,9,774
TKT-01038,2024-10-25 17:37:00,,email,Technical Issue,Performance slow,Low,Open,Neutral,CloudSync Pro,Enterprise,North America,German,Agent_002 (James T),I'm unable to connect an integration since the latest update. Getting error code ERR-913.,Self-service guided,,,16.8,False,False,4,1309
TKT-01039,2024-05-02 08:00:00,,web_form,Complaint,Rude agent,Medium,In Progress,Negative,DataDash,Professional,Latin America,Hindi,Agent_001 (Priya S),Your refund policy is very unfair. I'm considering leaving the platform.,Policy exception granted,,,5.3,False,False,6,731
TKT-01040,2024-02-22 22:39:00,,chat,Account Access,Account locked,Low,In Progress,Positive,InvoiceFlow,Free,South Asia,English,Agent_008 (Daniel N),My account appears to be locked. I haven't violated any terms.,,,,16.5,False,False,6,1243
TKT-01041,2024-03-28 12:48:00,,chat,Feature Request,New integration,High,In Progress,Positive,InvoiceFlow,Professional,North America,English,Agent_005 (Sophie M),A dark mode option would be greatly appreciated for late-night work sessions.,Refund processed,,,22.7,False,False,6,913
TKT-01042,2025-04-21 17:00:00,,chat,Delivery / Shipping,Wrong item,Low,Open,Neutral,SecureVault,Free,South Asia,English,Agent_006 (Raj P),The item I received is damaged. I need a replacement or refund for order #52538.,Policy exception granted,,,22.8,True,False,6,1178
TKT-01043,2025-05-28 20:21:00,2025-05-29 21:51:00,chat,Delivery / Shipping,Late delivery,Medium,Resolved,Positive,SecureVault,Starter,North America,English,Agent_004 (Omar F),The item I received is damaged. I need a replacement or refund for order #99388.,Self-service guided,25.5,4.1,11.7,False,False,11,397
TKT-01044,2024-02-04 21:35:00,2024-02-08 07:59:00,phone,General Inquiry,Partnership,Medium,Resolved,Neutral,CloudSync Pro,Enterprise,Europe,German,Agent_004 (Omar F),I'm interested in a partnership opportunity with your company.,Issue fixed by agent,82.4,3.6,23.5,False,False,2,1033
TKT-01045,2024-04-22 20:47:00,2024-04-25 23:05:00,email,Account Access,Account deletion,Low,Resolved,Negative,SecureVault,Starter,North America,English,Agent_006 (Raj P),My account appears to be locked. I haven't violated any terms.,Pending customer,74.3,2.3,19.3,False,False,6,807
TKT-01046,2024-06-11 22:13:00,2024-06-19 05:01:00,web_form,Delivery / Shipping,Tracking issue,Low,Resolved,Negative,InvoiceFlow,Enterprise,Southeast Asia,Japanese,Agent_002 (James T),"My order #82426 was supposed to arrive on Feb 02, 2025 but it's still not here.",,174.8,2.7,20.7,False,False,10,236
TKT-01047,2025-05-17 13:26:00,2025-05-22 23:32:00,helpdesk_portal,Technical Issue,App crash,Low,Resolved,Neutral,DataDash,Professional,North America,Arabic,Agent_009 (Yuki T),I'm unable to connect an integration since the latest update. Getting error code ERR-769.,Self-service guided,130.1,3.7,12.9,False,False,11,1234
TKT-01048,2024-10-11 14:15:00,2024-10-14 23:03:00,chat,Complaint,Long wait time,Medium,Resolved,Negative,SecureVault,Enterprise,Southeast Asia,English,Agent_003 (Lena K),I've been waiting 10 days for a response. This is unacceptable.,Self-service guided,80.8,2.5,16.9,False,False,2,733
TKT-01049,2025-05-26 16:04:00,2025-05-27 08:52:00,whatsapp,General Inquiry,Documentation,High,Closed,Very Negative,TaskBoard,Starter,North America,English,Agent_005 (Sophie M),Where can I find documentation on setting up the API?,Issue fixed by agent,16.8,1.1,17.2,False,False,10,1074
TKT-01050,2024-10-23 15:32:00,2024-10-24 07:50:00,email,General Inquiry,Compatibility,High,Resolved,Neutral,TaskBoard,Professional,North America,Arabic,Agent_002 (James T),I'm interested in a partnership opportunity with your company.,Escalated to engineering,16.3,3.4,14.2,False,False,2,203
TKT-01051,2025-04-30 20:24:00,2025-05-01 17:12:00,phone,Technical Issue,Performance slow,High,Resolved,Neutral,DataDash,Enterprise,Africa,German,Agent_004 (Omar F),My data isn't syncing across devices. Last successful sync was 8 days ago.,Self-service guided,20.8,3.5,1.6,False,False,9,1064
TKT-01052,2025-01-05 08:26:00,2025-01-12 04:38:00,email,Account Access,Account locked,Low,Resolved,Negative,CloudSync Pro,Professional,Europe,English,Agent_001 (Priya S),I need to update the email address associated with my account.,Escalated to engineering,164.2,2.2,1.0,False,False,2,527
TKT-01053,2025-06-04 15:42:00,,email,Technical Issue,App crash,Low,In Progress,Negative,InvoiceFlow,Starter,Africa,English,Agent_009 (Yuki T),My data isn't syncing across devices. Last successful sync was 7 days ago.,No action needed,,,2.6,True,False,4,844
TKT-01054,2024-04-01 14:21:00,2024-04-01 21:33:00,phone,Feature Request,API access,Critical,Resolved,Neutral,InvoiceFlow,Enterprise,Europe,Arabic,Agent_002 (James T),Is there any plan to expose an API for the reporting module?,Refund processed,7.2,3.3,16.4,False,False,12,252
TKT-01055,2024-06-21 13:25:00,2024-06-22 23:07:00,chat,Feature Request,Dark mode,High,Closed,Very Negative,SecureVault,Starter,Europe,Hindi,Agent_006 (Raj P),A dark mode option would be greatly appreciated for late-night work sessions.,Self-service guided,33.7,1.8,0.2,False,False,8,158
TKT-01056,2024-04-13 11:07:00,2024-04-19 14:49:00,helpdesk_portal,Feature Request,UI improvement,Low,Resolved,Very Negative,TaskBoard,Enterprise,Southeast Asia,English,Agent_009 (Yuki T),It would be really helpful if TaskBoard supported direct integration with HubSpot.,Self-service guided,147.7,1.1,8.1,False,False,11,483
TKT-01057,2024-08-28 08:41:00,2024-08-28 17:35:00,chat,Feature Request,UI improvement,Critical,Resolved,Negative,CloudSync Pro,Starter,Southeast Asia,French,Agent_001 (Priya S),A dark mode option would be greatly appreciated for late-night work sessions.,Issue fixed by agent,8.9,2.4,18.3,False,False,4,506
TKT-01058,2024-03-29 07:58:00,2024-03-31 22:34:00,email,General Inquiry,Documentation,Medium,Resolved,Very Negative,SecureVault,Starter,South Asia,English,Agent_003 (Lena K),I'm interested in a partnership opportunity with your company.,No action needed,62.6,1.3,10.6,True,False,3,909
TKT-01059,2024-09-09 13:51:00,2024-09-10 02:09:00,email,Technical Issue,Login error,Critical,Resolved,Neutral,SecureVault,Enterprise,Europe,English,Agent_004 (Omar F),Performance has been extremely slow on my end. Pages take 20+ seconds to load.,Self-service guided,12.3,3.4,11.4,False,False,9,1256
TKT-01060,2024-02-14 14:28:00,2024-02-18 02:40:00,helpdesk_portal,Feature Request,Dark mode,Medium,Resolved,Neutral,DataDash,Professional,North America,English,Agent_002 (James T),It would be really helpful if DataDash supported direct integration with HubSpot.,Pending customer,84.2,3.9,4.6,False,False,12,802
TKT-01061,2024-08-03 12:47:00,,chat,Refund / Return,Policy inquiry,High,Open,Neutral,CloudSync Pro,Starter,North America,Arabic,Agent_004 (Omar F),What's the status of refund request #REF-7520? It's been 12 days.,Issue fixed by agent,,,7.7,False,False,1,1285
